State,Effective Date,Valid Through Date,age_maj_men,age_maj_women,healthcare,healthcare_conditions,healthcare_conditions_text,healthcare_sti,healthcare_sticat Testing,healthcare_sticat Treatment,healthcare_sticat Prevention,healthcare_sticat N/A,healthcare_hiv,healthcare_hivcat Testing,healthcare_hivcat Treatment,healthcare_hivcat Prevention,healthcare_hivcat N/A,healthcare_mental,healthcare_sud,healthcare_confidential,healthcare_confidential_conditions,healthcare_disclose,healthcare_agemaj_men,healthcare_agemaj_women,stitest,stitest_conditions,stitest_conditions_text,stitest_confidential,stitest_confidential_conditions,stitest_disclose,stitest_disclose_result,stitest_agemaj_men,stitest_agemaj_women,stitreat,stitreat_conditions,stitreat_conditions_text,stitreat_confidential,stitreat_confidential_conditions,stitreat_disclose,stitreat_agemaj_men,stitreat_agemaj_women,stiprev,stiprev_conditions,stiprev_conditions_text,stiprev_confidential,stiprev_confidential_conditions,stiprev_disclose,stiprev_agemaj_men,stiprev_agemaj_women,sti_specific,sti_specific_hiv,sti_specific_text,hivtest,hivtest_conditions,hivtest_conditions_text,hivtest_confidential,hivtest_confidential_conditions,hivtest_disclose,hivtest_disclose_result,hivtest_agemaj_men,hivtest_agemaj_women,hivtreat,hivtreat_conditions,hivtreat_conditions_text,hivtreat_confidential,hivtreat_confidential_conditions,hivtreat_disclose,hivtreat_agemaj_men,hivtreat_agemaj_women,hivprev,hivprev_conditions,hivprev_conditions_text,hivprev_confidential,hivprev_confidential_conditions,hivprev_disclose,hivprev_agemaj_men,hivprev_agemaj_women,prep,prep_conditions,prep_conditions_text,prep_confidential,prep_confidential_conditions,prep_disclose,prep_agemaj_men,prep_agemaj_women,pep,pep_conditions,pep_conditions_text,eob,eob_conditions,eob_conditions_text,payor,payor_conditions,payor_conditions_text
Florida,7/1/1973,11/5/1985,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,1,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,0,1,"Chlamydia, Gonorrhea, HPV, Herpes, Syphilis, Chancroid, Granuloma inguinale, Hepatitis A-D, Lymphogranuloma venereum",1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Florida,1/1/1965,6/30/1973,21,21,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,21,1,2,N/A,2,2,2,1,21,21,1,2,N/A,2,2,2,21,21,1,2,N/A,2,2,2,21,21,0,2,"Chlamydia, Gonorrhea, HPV, Herpes, Syphilis, Chancroid, Granuloma inguinale, Hepatitis A-D, Lymphogranuloma venereum",2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Georgia,7/1/2016,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Georgia,1/1/2013,6/30/2016,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Georgia,1/1/1972,12/31/2012,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Georgia,1/1/1971,12/31/1971,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Hawaii,1/24/1974,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Hawaii,3/28/1972,1/23/1974,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Hawaii,1/1/1968,3/27/1972,20,20,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,20,20,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,20,20,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Idaho,7/1/2005,12/31/2021,18,18,0,0,Needs competence,0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,Needs competence if minor is less than 14 years of age,1,2,2,2,0,0,0,0,Needs competence if minor is less than 14 years of age,1,2,2,0,0,0,0,Needs competence,1,2,2,0,0,0,0,"Syphilis, Gonorrhea, Chlamydia, Hepatitis B, Chancroid",0,0,Needs competence if minor is less than 14 years of age,1,2,2,2,0,0,0,0,Needs competence if minor is less than 14 years of age,1,2,2,0,0,0,0,Needs competence,1,2,2,0,0,0,0,Needs competence,1,2,2,0,0,0,0,Needs competence,1,2,N/A,1,2,N/A
Idaho,1/1/1988,6/30/2005,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,1,2,2,18,18,0,0,"Syphilis, Gonorrhea, Chlamydia, Hepatitis B, Chancroid",0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,1,2,N/A,1,2,N/A,1,2,N/A
Idaho,1/1/1972,12/31/1987,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,1,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Idaho,1/1/1971,12/31/1971,21,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,18,0,1,N/A,1,2,2,2,14,14,0,1,N/A,1,2,2,14,14,1,2,N/A,1,2,2,21,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Illinois,1/1/2020,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,0,1,1,12,12,0,1,N/A,1,2,N/A,1,2,N/A
Illinois,6/28/2013,12/31/2019,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Illinois,1/1/1992,6/27/2013,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,0,0,"syphilis, gonorrhea, chlamydia, chancroid",0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Illinois,8/24/1971,12/31/1991,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Illinois,8/28/1969,8/23/1971,21,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,21,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Illinois,1/1/1961,8/27/1969,21,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,18,0,1,N/A,0,1,1,1,12,12,0,1,N/A,0,1,1,12,12,1,2,N/A,2,2,2,21,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Indiana,4/30/1993,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Indiana,3/20/1990,4/29/1993,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Indiana,1/1/1973,3/19/1990,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Iowa,1/1/2008,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,N/A,1,2,N/A
Iowa,4/21/2000,12/31/2007,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,1,2,N/A,1,2,N/A,1,2,N/A
Iowa,1/1/1999,4/20/2000,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Iowa,1/1/1973,12/31/1998,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Kansas,1/1/1978,12/31/2021,18,18,0,0,Must be capable of providing informed consent (mature),0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,16,16,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,N/A,1,2,N/A
Kansas,1/1/1969,12/31/1977,18,18,0,0,Must be capable of providing informed consent (mature),0,1,1,1,0,2,0,0,0,1,0,0,1,2,2,16,16,0,1,N/A,1,2,2,2,0,0,0,1,N/A,1,2,2,0,0,0,1,N/A,1,2,2,0,0,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Kentucky,4/6/1990,12/31/2021,18,18,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",1,2,2,0,0,0,0,"Syphilis, Gonorrhea, Chancroid, Granuloma Inguinale, Genital Herpes, Nongonococcal Urethritis, Mucopurulent Cervicitis, Chlamydia",0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",1,2,2,0,0,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",1,2,2,0,0,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",1,2,N/A,1,2,N/A
Kentucky,1/1/1970,4/5/1990,18,18,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",0,1,1,1,0,0,1,1,1,0,0,0,1,2,2,0,0,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",1,2,2,0,0,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,0,"In the professional's judgment, the risk to the minor's life or health is of such a nature that treatment should be given without delay and the requirement of consent would result in delay or denial of treatment",1,2,2,0,0,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Kentucky,1/1/1964,12/31/1969,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Louisiana,8/15/2007,12/31/2021,18,18,0,0,Believes themself to be afflicted with an illness or disease,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,1,2,N/A,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,1,2,N/A,1,2,N/A
Louisiana,6/17/2006,8/14/2007,18,18,0,0,Believes themself to be afflicted with an illness or disease,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,1,"syphilis, chancroid, and gonorrhea",0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,2,2,N/A,2,2,2,26,26,0,0,Believes themself to be afflicted with an illness or disease,1,2,N/A,1,2,N/A
Louisiana,10/13/1972,6/16/2006,18,18,0,0,Believes themself to be afflicted with an illness or disease,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,1,1,N/A,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,0,0,Believes themself to be afflicted with an illness or disease,0,1,0,0,0,2,2,N/A,2,2,2,26,26,0,0,Believes themself to be afflicted with an illness or disease,1,2,N/A,1,2,N/A
Louisiana,1/1/1972,10/12/1972,21,21,0,0,Believes themself to be afflicted with an illness or disease,0,1,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Louisiana,1/1/1970,12/31/1971,21,21,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,21,21,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,0,0,Believes themself to be afflicted with a venereal disease,0,1,0,0,0,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Maine,9/19/2019,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,1,2,N/A,1,2,N/A
Maine,10/1/1997,9/18/2019,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Maine,6/9/1972,9/30/1997,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Maine,1/1/1971,6/8/1972,20,20,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,20,20,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,1,2,N/A,2,2,2,20,20,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Maine,10/1/1969,12/31/1970,20,20,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,20,20,1,2,N/A,2,2,2,2,20,20,1,2,N/A,2,2,2,20,20,1,2,N/A,2,2,2,20,20,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Maryland,10/1/2019,12/31/2021,18,18,0,0,Physician must find that the life or health of the minor would be affected adversely by delaying treatment,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,0,Physician must find that the life or health of the minor would be affected adversely by delaying treatment,0,1,0,0,0,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,1,N/A,1,2,N/A,1,2,N/A
Maryland,7/1/1982,9/30/2019,18,18,0,0,Physician must find that the life or health of the minor would be affected adversely by delaying treatment,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,0,Physician must find that the life or health of the minor would be affected adversely by delaying treatment,0,1,0,0,0,1,2,N/A,0,1,N/A,0,1,0,0,0,0,0,1,N/A,0,1,0,0,0,0,0,Physician must find that the life or health of the minor would be affected adversely by delaying treatment,0,1,0,0,0,0,0,Physician must find that the life or health of the minor would be affected adversely by delaying treatment,0,1,0,0,0,0,0,Physician must find that the life or health of the minor would be affected adversely by delaying treatment,1,2,N/A,1,2,N/A
Maryland,7/1/1973,6/30/1982,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,2,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Massachusetts,10/1/1975,12/31/2021,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,0,Must either be in a public clinic or must reasonably believe themself to have or to have come in contact with a disease dangerous to public health,0,0,1,1,0,0,0,0,Must either be in a public clinic or must reasonably believe themself to have or to have come in contact with a disease dangerous to public health,0,0,1,0,0,1,2,N/A,2,2,2,18,18,0,0,"Chlamydia, Gonorrhea, Herpes, Syphilis, Genital warts, Chancroid, Granuloma inguinale, Lymphogranuloma venereum, Ophthalmia neonatorum, PID",0,0,Must either be in a public clinic or must reasonably believe themself to have or to have come in contact with a disease dangerous to public health,0,0,1,1,0,0,0,0,Must either be in a public clinic or must reasonably believe themself to have or to have come in contact with a disease dangerous to public health,0,0,1,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,2,18,18,1,2,N/A,1,2,N/A,1,2,N/A
Massachusetts,1/1/1974,9/30/1975,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,0,Must be in a public clinic,1,2,2,2,0,0,0,0,Must be in a public clinic,1,2,2,0,0,1,2,N/A,2,2,2,18,18,0,2,"Chlamydia, Gonorrhea, Herpes, Syphilis, Genital warts, Chancroid, Granuloma inguinale, Lymphogranuloma venereum, Ophthalmia neonatorum, PID",2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Massachusetts,1/1/1938,12/31/1973,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,0,Must be in a public clinic,1,2,2,2,0,0,0,0,Must be in a public clinic,1,2,2,0,0,1,2,N/A,2,2,2,18,18,0,2,"Chlamydia, Gonorrhea, Herpes, Syphilis, Genital warts, Chancroid, Granuloma inguinale, Lymphogranuloma venereum, Ophthalmia neonatorum, PID",2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
Massachusetts,1895-01-01,12/31/1937,18,18,1,2,N/A,2,0,0,0,1,2,0,0,0,1,2,2,2,2,2,18,18,0,0,Must be in a public clinic,1,2,2,2,0,0,0,0,Must be in a public clinic,1,2,2,0,0,1,2,N/A,2,2,2,18,18,1,2,N/A,2,2,N/A,2,2,2,2,26,25,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,2,2,2,26,26,2,2,N/A,1,2,N/A,1,2,N/A
